Unnamed: 0;y;x;year;month;pm10;o3;co;t2;ws;wd;rn;Codigo localidad;MuertesxPM25;Poblacion;RF;pm25
8078.0;17.0;4.0;2014.0;7.0;76.308;12.381;0.856;14.593;1.384;199.762;0.12;19.0;20.0;600273.0;31.16033333333333;
8079.0;17.0;4.0;2014.0;8.0;76.355;12.872;0.815;14.569;1.4;198.893;0.114;19.0;17.0;600273.0;31.16033333333333;
8080.0;17.0;4.0;2014.0;9.0;76.298;13.198;0.81;14.589;1.381;202.523;0.118;19.0;31.0;600273.0;31.170083333333334;
8081.0;17.0;4.0;2014.0;10.0;75.173;13.109;0.837;14.544;1.319;210.075;0.156;19.0;53.0;600273.0;31.63508333333333;
8082.0;17.0;4.0;2014.0;11.0;76.346;12.657;0.855;14.53;1.4;217.92;0.173;19.0;15.0;600273.0;31.59916666666666;
8083.0;17.0;4.0;2014.0;12.0;76.556;12.571;0.853;14.547;1.392;212.04;0.149;19.0;34.0;600273.0;32.58141666666666;
8084.0;17.0;4.0;2015.0;1.0;76.154;14.958;0.769;14.586;1.359;210.586;0.061;19.0;273.0;601716.0;27.155000000000005;
8085.0;17.0;4.0;2015.0;2.0;76.846;15.031;0.77;14.664;1.339;209.248;0.078;19.0;101.0;601716.0;30.18791666666667;
8086.0;17.0;4.0;2015.0;3.0;75.995;14.65;0.785;14.761;1.356;207.107;0.159;19.0;41.0;601716.0;31.953666666666667;
8087.0;17.0;4.0;2015.0;4.0;75.324;13.122;0.8;14.78;1.387;205.282;0.162;19.0;34.0;601716.0;30.760583333333333;
8088.0;17.0;4.0;2015.0;5.0;74.196;12.15;0.845;14.663;1.343;206.615;0.155;19.0;38.0;601716.0;29.065583333333336;
8089.0;17.0;4.0;2015.0;6.0;74.016;11.857;0.859;14.556;1.363;201.714;0.133;19.0;32.0;601716.0;29.065583333333336;
8090.0;17.0;4.0;2015.0;7.0;74.223;11.994;0.843;14.589;1.363;202.682;0.126;19.0;26.0;601716.0;29.19241666666667;
8091.0;17.0;4.0;2015.0;8.0;75.906;12.911;0.812;14.632;1.384;198.645;0.118;19.0;18.0;601716.0;30.95358333333333;
8092.0;17.0;4.0;2015.0;9.0;76.37;13.322;0.815;14.644;1.377;200.53;0.115;19.0;15.0;601716.0;31.16033333333333;
8093.0;17.0;4.0;2015.0;10.0;75.789;13.202;0.798;14.574;1.381;209.385;0.149;19.0;24.0;601716.0;31.34875;
8094.0;17.0;4.0;2015.0;11.0;76.309;12.694;0.842;14.553;1.401;219.292;0.182;19.0;16.0;601716.0;32.33625;
8095.0;17.0;4.0;2015.0;12.0;77.421;12.618;0.856;14.585;1.385;211.604;0.119;19.0;18.0;601716.0;32.19566666666666;
8096.0;17.0;4.0;2016.0;1.0;70.361;15.042;0.791;14.59;1.346;212.823;0.059;19.0;79.0;603882.0;26.81641666666667;
8097.0;17.0;4.0;2016.0;2.0;71.437;14.79;0.775;14.652;1.342;212.259;0.078;19.0;82.0;603882.0;28.2465;
8098.0;17.0;4.0;2016.0;3.0;69.161;14.698;0.803;14.727;1.309;207.941;0.149;19.0;94.0;603882.0;29.506166666666672;
8099.0;17.0;4.0;2016.0;4.0;66.703;13.103;0.827;14.657;1.305;205.305;0.165;19.0;223.0;603882.0;30.093500000000002;
8100.0;17.0;4.0;2016.0;5.0;66.508;12.05;0.869;14.607;1.354;209.904;0.159;19.0;30.0;603882.0;30.998666666666665;
8101.0;17.0;4.0;2016.0;6.0;65.856;11.494;0.881;14.514;1.362;203.348;0.134;19.0;32.0;603882.0;30.130666666666674;
8102.0;17.0;4.0;2016.0;7.0;66.802;11.914;0.873;14.574;1.374;204.185;0.128;19.0;22.0;603882.0;29.81691666666667;
8103.0;17.0;4.0;2016.0;8.0;67.985;12.654;0.84;14.625;1.4;201.241;0.117;19.0;14.0;603882.0;29.110750000000007;
8104.0;17.0;4.0;2016.0;9.0;69.8;14.08;0.837;14.6;1.376;198.766;0.112;19.0;10.0;603882.0;29.110750000000007;
8105.0;17.0;4.0;2016.0;10.0;67.858;13.005;0.829;14.588;1.389;212.072;0.147;19.0;17.0;603882.0;29.648333333333337;
8106.0;17.0;4.0;2016.0;11.0;68.456;12.451;0.861;14.553;1.408;220.024;0.185;19.0;13.0;603882.0;30.476250000000004;
8107.0;17.0;4.0;2016.0;12.0;69.424;12.395;0.893;14.555;1.388;213.962;0.132;19.0;28.0;603882.0;31.97191666666667;
8108.0;17.0;4.0;2017.0;1.0;65.627;14.576;0.779;14.556;1.403;216.043;0.06;19.0;62.0;606799.0;27.126583333333333;
8109.0;17.0;4.0;2017.0;2.0;68.551;14.55;0.793;14.662;1.374;214.646;0.081;19.0;45.0;606799.0;30.030833333333334;
8110.0;17.0;4.0;2017.0;3.0;65.761;14.417;0.791;14.648;1.317;208.327;0.157;19.0;59.0;606799.0;29.41441666666667;
8111.0;17.0;4.0;2017.0;4.0;64.817;12.508;0.832;14.601;1.374;212.717;0.164;19.0;26.0;606799.0;29.883916666666668;
8112.0;17.0;4.0;2017.0;5.0;63.258;11.954;0.831;14.588;1.389;210.093;0.161;19.0;21.0;606799.0;29.41066666666667;
8113.0;17.0;4.0;2017.0;6.0;63.027;11.539;0.864;14.504;1.346;203.834;0.131;19.0;40.0;606799.0;29.126750000000005;
8114.0;17.0;4.0;2017.0;7.0;63.449;11.64;0.865;14.498;1.377;203.72;0.126;19.0;33.0;606799.0;29.125500000000002;
8115.0;17.0;4.0;2017.0;8.0;63.917;12.449;0.863;14.508;1.324;202.483;0.119;19.0;50.0;606799.0;29.12858333333334;
8116.0;17.0;4.0;2017.0;9.0;60.537;12.989;0.791;14.486;1.291;204.333;0.124;19.0;208.0;606799.0;27.66825;
8117.0;17.0;4.0;2017.0;10.0;65.027;12.845;0.826;14.523;1.398;211.187;0.142;19.0;16.0;606799.0;29.454333333333338;
8118.0;17.0;4.0;2017.0;11.0;62.174;12.138;0.852;14.482;1.305;218.829;0.198;19.0;94.0;606799.0;30.066833333333335;
8119.0;17.0;4.0;2017.0;12.0;67.16;13.443;0.872;14.613;1.389;212.553;0.118;19.0;6.0;606799.0;31.596833333333333;
8120.0;17.0;4.0;2018.0;1.0;65.472;14.811;0.775;14.547;1.381;217.098;0.083;19.0;191.0;613127.0;27.279666666666667;
8121.0;17.0;4.0;2018.0;2.0;65.724;14.563;0.78;14.587;1.351;215.605;0.092;19.0;235.0;613127.0;28.3725;
8122.0;17.0;4.0;2018.0;3.0;66.608;14.543;0.803;14.728;1.35;206.927;0.157;19.0;46.0;613127.0;30.723166666666668;
8123.0;17.0;4.0;2018.0;4.0;64.558;12.481;0.853;14.591;1.32;210.302;0.161;19.0;52.0;613127.0;30.528916666666664;
8124.0;17.0;4.0;2018.0;5.0;63.023;12.006;0.862;14.546;1.314;207.621;0.154;19.0;80.0;613127.0;29.172500000000003;
8125.0;17.0;4.0;2018.0;6.0;62.73;11.689;0.879;14.575;1.439;191.768;0.12;19.0;12.0;613127.0;29.74766666666667;
8126.0;17.0;4.0;2018.0;7.0;61.395;11.946;0.801;14.59;1.407;197.172;0.121;19.0;21.0;613127.0;28.440083333333334;
8127.0;17.0;4.0;2018.0;8.0;63.674;12.413;0.871;14.583;1.394;199.182;0.121;19.0;33.0;613127.0;29.560416666666672;
8128.0;17.0;4.0;2018.0;9.0;63.928;12.909;0.823;14.589;1.398;197.968;0.117;19.0;24.0;613127.0;29.03391666666667;
8129.0;17.0;4.0;2018.0;10.0;64.43;12.887;0.835;14.531;1.417;210.755;0.142;19.0;18.0;613127.0;29.454333333333338;
8130.0;17.0;4.0;2018.0;11.0;66.656;13.437;0.844;14.591;1.424;215.009;0.124;19.0;7.0;613127.0;29.893833333333333;
8131.0;17.0;4.0;2018.0;12.0;66.403;12.44;0.858;14.546;1.421;214.323;0.116;19.0;15.0;613127.0;30.32591666666666;
8132.0;17.0;4.0;2019.0;1.0;65.866;15.389;0.794;14.84;1.411;201.199;0.06;19.0;39.0;628670.0;28.29875;
8133.0;17.0;4.0;2019.0;2.0;68.032;15.892;0.826;14.926;1.426;199.593;0.093;19.0;19.0;628670.0;30.077916666666663;
8134.0;17.0;4.0;2019.0;3.0;66.792;15.87;0.811;14.939;1.417;202.461;0.155;19.0;34.0;628670.0;31.24308333333333;
8135.0;17.0;4.0;2019.0;4.0;62.971;13.73;0.819;14.95;1.407;201.895;0.159;19.0;18.0;628670.0;29.17625;
8136.0;17.0;4.0;2019.0;5.0;63.021;12.443;0.843;14.862;1.389;199.799;0.153;19.0;29.0;628670.0;28.996583333333337;
8137.0;17.0;4.0;2019.0;6.0;62.081;11.908;0.846;14.761;1.422;190.459;0.129;19.0;33.0;628670.0;28.642250000000004;
8138.0;17.0;4.0;2019.0;7.0;62.616;12.605;0.85;14.691;1.315;192.868;0.12;19.0;62.0;628670.0;28.72908333333334;
8139.0;17.0;4.0;2019.0;8.0;62.561;13.282;0.823;14.718;1.368;190.53;0.118;19.0;49.0;628670.0;28.72908333333334;
8140.0;17.0;4.0;2019.0;9.0;62.139;13.66;0.799;14.735;1.362;189.207;0.117;19.0;48.0;628670.0;28.374750000000006;
8141.0;17.0;4.0;2019.0;10.0;63.94;13.423;0.85;14.7;1.355;203.545;0.145;19.0;40.0;628670.0;29.30933333333334;
8142.0;17.0;4.0;2019.0;11.0;60.766;12.548;0.81;14.706;1.357;215.918;0.23;19.0;304.0;628670.0;28.086916666666667;
8143.0;17.0;4.0;2019.0;12.0;64.092;12.855;0.876;14.645;1.307;207.281;0.145;19.0;64.0;628670.0;31.805333333333333;
8144.0;17.0;4.0;2020.0;1.0;65.506;14.995;0.787;14.691;1.35;212.347;0.058;19.0;80.0;641306.0;26.869416666666666;
8145.0;17.0;4.0;2020.0;2.0;68.798;15.257;0.805;14.727;1.365;208.357;0.082;19.0;46.0;641306.0;30.29358333333333;
8146.0;17.0;4.0;2020.0;3.0;66.764;15.641;0.813;14.89;1.405;204.209;0.152;19.0;30.0;641306.0;31.24308333333333;
8147.0;17.0;4.0;2020.0;4.0;65.251;13.562;0.835;14.891;1.402;202.943;0.162;19.0;20.0;641306.0;29.532333333333337;
8148.0;17.0;4.0;2020.0;5.0;63.013;12.644;0.841;14.832;1.389;193.115;0.155;19.0;20.0;641306.0;28.952083333333334;
8149.0;17.0;4.0;2020.0;6.0;62.339;12.158;0.85;14.721;1.385;194.2;0.127;19.0;21.0;641306.0;28.59775;
8150.0;17.0;4.0;2020.0;7.0;62.913;12.405;0.864;14.739;1.391;193.779;0.121;19.0;18.0;641306.0;28.485000000000003;
8151.0;17.0;4.0;2020.0;8.0;62.645;13.058;0.814;14.672;1.377;196.278;0.116;19.0;25.0;641306.0;28.63966666666667;
8152.0;17.0;4.0;2020.0;9.0;62.648;13.342;0.82;14.67;1.368;198.359;0.119;19.0;31.0;641306.0;28.68416666666667;
8153.0;17.0;4.0;2020.0;10.0;63.89;13.606;0.843;14.643;1.354;207.956;0.142;19.0;40.0;641306.0;29.30933333333334;
8154.0;17.0;4.0;2020.0;11.0;61.722;12.4;0.874;14.624;1.344;219.768;0.249;19.0;184.0;641306.0;30.95908333333334;
8155.0;17.0;4.0;2020.0;12.0;62.791;12.454;0.87;14.62;1.284;215.636;0.204;19.0;195.0;641306.0;34.212583333333335;
8156.0;17.0;4.0;2021.0;1.0;66.741;14.926;1.073;14.686;1.362;207.072;0.065;19.0;76.71;649834.0;29.308583333333335;
8157.0;17.0;4.0;2021.0;2.0;68.463;15.302;1.119;14.752;1.378;200.717;0.083;19.0;44.06;649834.0;31.578666666666663;
8158.0;17.0;4.0;2021.0;3.0;67.735;14.882;1.13;14.841;1.41;201.136;0.156;19.0;36.04;649834.0;32.455666666666666;
8159.0;17.0;4.0;2021.0;4.0;65.72;13.017;1.191;14.842;1.398;202.12;0.165;19.0;29.76;649834.0;30.823000000000004;
8160.0;17.0;5.0;2008.0;1.0;62.798;20.357;0.868;16.617;1.52;201.625;0.065;19.0;273.0;580011.0;25.208416666666665;
8161.0;17.0;5.0;2008.0;2.0;61.392;20.89;0.899;16.423;1.613;200.647;0.084;19.0;31.0;580011.0;28.75016666666666;
8162.0;17.0;5.0;2008.0;3.0;60.419;18.453;0.875;16.484;1.468;205.743;0.154;19.0;62.0;580011.0;25.233499999999996;
8163.0;17.0;5.0;2008.0;4.0;51.142;19.277;0.894;16.42;1.506;205.883;0.137;19.0;46.0;580011.0;30.933999999999997;
8164.0;17.0;5.0;2008.0;5.0;48.099;18.53;0.914;16.416;1.55;205.559;0.156;19.0;26.0;580011.0;26.54925;
8165.0;17.0;5.0;2008.0;6.0;43.0;18.459;1.018;16.346;1.501;193.068;0.128;19.0;15.0;580011.0;20.212666666666664;
8166.0;17.0;5.0;2008.0;7.0;41.352;19.123;0.959;16.361;1.554;192.171;0.119;19.0;19.0;580011.0;19.446583333333333;
8167.0;17.0;5.0;2008.0;8.0;40.916;20.135;0.929;16.34;1.578;186.057;0.111;19.0;16.0;580011.0;19.007166666666667;
8168.0;17.0;5.0;2008.0;9.0;41.569;20.462;0.925;16.334;1.555;191.29;0.107;19.0;15.0;580011.0;19.508499999999998;
8169.0;17.0;5.0;2008.0;10.0;50.36;20.595;0.943;16.357;1.56;209.534;0.141;19.0;11.0;580011.0;30.185249999999996;
8170.0;17.0;5.0;2008.0;11.0;52.326;19.684;0.911;16.326;1.552;219.696;0.148;19.0;11.0;580011.0;24.96291666666667;
8171.0;17.0;5.0;2008.0;12.0;51.76;19.51;0.898;16.312;1.549;212.752;0.126;19.0;9.0;580011.0;30.202416666666664;
8172.0;17.0;5.0;2009.0;1.0;60.931;20.72;0.887;16.423;1.642;200.134;0.057;19.0;32.0;584760.0;29.477583333333328;
8173.0;17.0;5.0;2009.0;2.0;60.934;20.894;0.895;16.395;1.6;200.719;0.088;19.0;28.0;584760.0;28.262749999999997;
8174.0;17.0;5.0;2009.0;3.0;59.46;21.469;0.922;16.399;1.574;205.805;0.148;19.0;18.0;584760.0;24.596416666666666;
8175.0;17.0;5.0;2009.0;4.0;49.881;16.765;0.858;16.6;1.449;199.389;0.153;19.0;222.0;584760.0;25.932916666666667;
8176.0;17.0;5.0;2009.0;5.0;48.025;15.07;0.888;16.542;1.443;203.795;0.139;19.0;72.0;584760.0;30.173833333333334;
8177.0;17.0;5.0;2009.0;6.0;43.769;15.49;1.004;16.352;1.42;198.498;0.136;19.0;52.0;584760.0;20.26025;
8178.0;17.0;5.0;2009.0;7.0;40.94;19.353;0.959;16.318;1.554;188.935;0.119;19.0;18.0;584760.0;19.446583333333333;
8179.0;17.0;5.0;2009.0;8.0;40.507;19.821;0.939;16.355;1.558;188.918;0.11;19.0;18.0;584760.0;19.007166666666667;
8180.0;17.0;5.0;2009.0;9.0;40.922;20.356;0.923;16.334;1.562;187.657;0.107;19.0;14.0;584760.0;19.508499999999998;
8181.0;17.0;5.0;2009.0;10.0;49.536;20.447;0.956;16.34;1.555;209.2;0.153;19.0;7.0;584760.0;26.447166666666664;
8182.0;17.0;5.0;2009.0;11.0;50.613;19.245;0.924;16.313;1.543;216.478;0.125;19.0;7.0;584760.0;30.185249999999996;
8183.0;17.0;5.0;2009.0;12.0;47.728;19.29;0.903;16.336;1.553;207.845;0.138;19.0;14.0;584760.0;30.135499999999997;
8184.0;17.0;5.0;2010.0;1.0;61.37;20.948;0.78;17.091;1.522;201.456;0.064;19.0;53.0;589290.0;28.655916666666666;
8185.0;17.0;5.0;2010.0;2.0;61.706;20.853;0.798;17.286;1.502;202.551;0.134;19.0;74.0;589290.0;25.248583333333332;
8186.0;17.0;5.0;2010.0;3.0;58.745;18.81;0.793;17.296;1.459;203.525;0.209;19.0;218.0;589290.0;24.82308333333333;
8187.0;17.0;5.0;2010.0;4.0;46.92;19.793;0.86;17.049;1.52;200.691;0.158;19.0;8.0;589290.0;25.341583333333332;
8188.0;17.0;5.0;2010.0;5.0;47.904;16.983;0.814;17.061;1.527;203.32;0.186;19.0;25.0;589290.0;26.066083333333335;
8189.0;17.0;5.0;2010.0;6.0;44.015;16.71;0.862;17.025;1.489;199.877;0.155;19.0;23.0;589290.0;19.64125;
8190.0;17.0;5.0;2010.0;7.0;43.194;16.76;0.864;17.021;1.514;196.665;0.135;19.0;34.0;589290.0;19.64125;
8191.0;17.0;5.0;2010.0;8.0;43.313;17.308;0.861;17.021;1.517;196.64;0.127;19.0;27.0;589290.0;19.64125;
8192.0;17.0;5.0;2010.0;9.0;42.499;18.287;0.859;17.019;1.5;196.607;0.127;19.0;17.0;589290.0;20.474166666666665;
8193.0;17.0;5.0;2010.0;10.0;51.593;18.847;0.85;17.002;1.547;208.875;0.163;19.0;12.0;589290.0;25.733999999999998;
8194.0;17.0;5.0;2010.0;11.0;51.69;17.614;0.82;16.979;1.521;214.983;0.16;19.0;15.0;589290.0;25.031499999999998;
8195.0;17.0;5.0;2010.0;12.0;52.128;17.915;0.819;16.967;1.522;211.755;0.148;19.0;17.0;589290.0;25.031499999999998;
8196.0;17.0;5.0;2011.0;1.0;57.1;16.737;0.751;14.462;1.586;203.229;0.065;19.0;157.0;593222.0;23.980999999999995;
8197.0;17.0;5.0;2011.0;2.0;58.051;16.569;0.767;14.529;1.527;208.901;0.089;19.0;147.0;593222.0;28.183499999999995;
8198.0;17.0;5.0;2011.0;3.0;56.776;16.052;0.788;14.689;1.511;207.248;0.148;19.0;55.0;593222.0;23.8605;
8199.0;17.0;5.0;2011.0;4.0;49.32;13.887;0.821;14.704;1.539;205.86;0.17;19.0;37.0;593222.0;24.630583333333334;
8200.0;17.0;5.0;2011.0;5.0;46.055;11.898;0.858;14.667;1.5;207.897;0.186;19.0;33.0;593222.0;19.257083333333334;
8201.0;17.0;5.0;2011.0;6.0;41.052;11.876;0.785;14.445;1.509;194.19;0.144;19.0;37.0;593222.0;17.167666666666666;
8202.0;17.0;5.0;2011.0;7.0;36.014;12.313;0.671;13.915;1.621;174.647;0.11;19.0;24.0;593222.0;17.016166666666667;
8203.0;17.0;5.0;2011.0;8.0;37.371;14.85;0.66;13.932;1.71;169.216;0.09;19.0;12.0;593222.0;15.410083333333333;
8204.0;17.0;5.0;2011.0;9.0;37.643;14.743;0.672;14.013;1.634;172.599;0.106;19.0;11.0;593222.0;15.836916666666667;
8205.0;17.0;5.0;2011.0;10.0;50.192;14.194;0.867;14.595;1.579;211.435;0.173;19.0;20.0;593222.0;23.923333333333336;
8206.0;17.0;5.0;2011.0;11.0;50.417;13.605;0.88;14.568;1.555;216.117;0.178;19.0;14.0;593222.0;24.39475;
8207.0;17.0;5.0;2011.0;12.0;50.694;13.862;0.924;14.58;1.535;211.773;0.159;19.0;5.0;593222.0;23.63925;
8208.0;17.0;5.0;2012.0;1.0;56.568;16.537;0.743;14.535;1.581;204.741;0.07;19.0;66.0;596269.0;27.21233333333333;
8209.0;17.0;5.0;2012.0;2.0;56.696;16.635;0.765;14.544;1.542;207.021;0.088;19.0;202.0;596269.0;27.29183333333333;
8210.0;17.0;5.0;2012.0;3.0;55.557;15.601;0.767;14.728;1.493;201.201;0.159;19.0;129.0;596269.0;23.369833333333332;
8211.0;17.0;5.0;2012.0;4.0;50.049;14.457;0.79;14.742;1.559;204.815;0.165;19.0;35.0;596269.0;24.740416666666665;
8212.0;17.0;5.0;2012.0;5.0;46.143;12.125;0.838;14.677;1.492;207.666;0.183;19.0;38.0;596269.0;19.896333333333335;
8213.0;17.0;5.0;2012.0;6.0;38.27;12.035;0.675;14.363;1.561;179.87;0.131;19.0;27.0;596269.0;17.337833333333332;
8214.0;17.0;5.0;2012.0;7.0;37.215;13.323;0.639;13.938;1.679;168.9;0.099;19.0;14.0;596269.0;15.822750000000001;
8215.0;17.0;5.0;2012.0;8.0;36.424;14.28;0.64;13.885;1.711;169.142;0.093;19.0;14.0;596269.0;15.617166666666668;
8216.0;17.0;5.0;2012.0;9.0;38.987;14.146;0.692;14.033;1.641;176.709;0.112;19.0;16.0;596269.0;16.605583333333335;
8217.0;17.0;5.0;2012.0;10.0;49.697;14.09;0.853;14.605;1.588;208.142;0.171;19.0;13.0;596269.0;24.89616666666667;
8218.0;17.0;5.0;2012.0;11.0;50.642;13.727;0.872;14.604;1.561;215.609;0.175;19.0;12.0;596269.0;23.249583333333334;
8219.0;17.0;5.0;2012.0;12.0;50.888;13.859;0.873;14.592;1.548;210.577;0.161;19.0;9.0;596269.0;23.403166666666667;
8220.0;17.0;5.0;2013.0;1.0;56.404;16.456;0.72;14.52;1.583;201.603;0.062;19.0;132.0;598539.0;28.52425;
8221.0;17.0;5.0;2013.0;2.0;56.277;16.122;0.748;14.583;1.53;203.003;0.088;19.0;202.0;598539.0;27.67808333333333;
8222.0;17.0;5.0;2013.0;3.0;56.726;16.093;0.753;14.704;1.524;206.791;0.141;19.0;50.0;598539.0;29.170583333333337;
8223.0;17.0;5.0;2013.0;4.0;47.494;13.476;0.78;14.733;1.508;205.302;0.164;19.0;48.0;598539.0;25.912000000000003;
8224.0;17.0;5.0;2013.0;5.0;46.002;11.905;0.809;14.66;1.508;207.455;0.172;19.0;24.0;598539.0;18.323416666666667;
8225.0;17.0;5.0;2013.0;6.0;36.209;11.997;0.655;14.178;1.592;176.174;0.121;19.0;14.0;598539.0;15.695583333333337;
8226.0;17.0;5.0;2013.0;7.0;36.848;13.166;0.625;13.939;1.68;171.125;0.099;19.0;14.0;598539.0;16.57541666666667;
8227.0;17.0;5.0;2013.0;8.0;35.495;14.163;0.649;13.826;1.708;169.161;0.094;19.0;26.0;598539.0;15.898666666666665;
8228.0;17.0;5.0;2013.0;9.0;38.137;15.749;0.64;14.027;1.676;167.127;0.093;19.0;10.0;598539.0;16.202583333333333;
8229.0;17.0;5.0;2013.0;10.0;48.54;14.036;0.83;14.633;1.571;209.12;0.16;19.0;15.0;598539.0;23.959333333333337;
8230.0;17.0;5.0;2013.0;11.0;50.038;13.387;0.829;14.536;1.555;217.675;0.169;19.0;15.0;598539.0;24.568416666666668;
8231.0;17.0;5.0;2013.0;12.0;48.978;12.943;0.831;14.563;1.55;210.997;0.162;19.0;13.0;598539.0;24.371916666666667;
8232.0;17.0;5.0;2014.0;1.0;55.184;15.92;0.694;14.52;1.584;200.49;0.066;19.0;231.0;600273.0;25.138;
8233.0;17.0;5.0;2014.0;2.0;57.326;15.928;0.717;14.572;1.525;207.768;0.086;19.0;110.0;600273.0;24.93133333333333;
8234.0;17.0;5.0;2014.0;3.0;54.152;15.665;0.724;14.661;1.587;204.782;0.148;19.0;41.0;600273.0;24.726999999999993;
8235.0;17.0;5.0;2014.0;4.0;48.885;14.084;0.734;14.732;1.556;207.565;0.164;19.0;27.0;600273.0;24.985500000000002;
8236.0;17.0;5.0;2014.0;5.0;45.18;11.794;0.739;14.671;1.504;207.567;0.164;19.0;23.0;600273.0;18.488333333333333;
8237.0;17.0;5.0;2014.0;6.0;36.779;11.829;0.643;14.2;1.587;178.727;0.12;19.0;32.0;600273.0;16.404666666666667;
8238.0;17.0;5.0;2014.0;7.0;37.521;13.57;0.626;13.969;1.691;171.942;0.096;19.0;20.0;600273.0;16.957916666666666;
8239.0;17.0;5.0;2014.0;8.0;35.754;14.241;0.643;13.884;1.722;168.016;0.089;19.0;17.0;600273.0;16.037833333333328;
8240.0;17.0;5.0;2014.0;9.0;38.661;13.754;0.683;14.034;1.613;177.768;0.116;19.0;31.0;600273.0;17.743166666666667;
8241.0;17.0;5.0;2014.0;10.0;50.103;13.678;0.781;14.587;1.517;206.186;0.154;19.0;53.0;600273.0;26.75125;
8242.0;17.0;5.0;2014.0;11.0;50.377;13.385;0.787;14.588;1.555;214.855;0.177;19.0;15.0;600273.0;26.80475;
8243.0;17.0;5.0;2014.0;12.0;50.0;13.264;0.772;14.585;1.559;211.206;0.16;19.0;34.0;600273.0;27.070083333333333;
8244.0;17.0;5.0;2015.0;1.0;54.895;16.017;0.692;14.487;1.592;199.737;0.061;19.0;273.0;601716.0;26.147666666666666;
8245.0;17.0;5.0;2015.0;2.0;55.013;15.921;0.701;14.609;1.531;194.187;0.084;19.0;101.0;601716.0;25.356416666666664;
8246.0;17.0;5.0;2015.0;3.0;54.358;15.451;0.734;14.426;1.599;204.919;0.142;19.0;41.0;601716.0;25.546416666666662;
8247.0;17.0;5.0;2015.0;4.0;46.058;13.358;0.742;14.731;1.53;206.909;0.162;19.0;34.0;601716.0;19.47716666666667;
8248.0;17.0;5.0;2015.0;5.0;44.107;11.805;0.803;14.668;1.495;205.716;0.163;19.0;38.0;601716.0;17.742333333333335;
8249.0;17.0;5.0;2015.0;6.0;37.062;12.179;0.661;14.292;1.577;180.533;0.129;19.0;32.0;601716.0;16.918166666666668;
8250.0;17.0;5.0;2015.0;7.0;33.697;12.6;0.63;13.832;1.709;169.731;0.091;19.0;26.0;601716.0;15.493999999999998;
8251.0;17.0;5.0;2015.0;8.0;32.992;14.659;0.585;13.865;1.72;167.095;0.082;19.0;18.0;601716.0;14.804749999999999;
8252.0;17.0;5.0;2015.0;9.0;33.756;14.64;0.648;13.894;1.715;168.131;0.092;19.0;15.0;601716.0;15.871666666666664;
8253.0;17.0;5.0;2015.0;10.0;46.895;13.395;0.762;14.59;1.544;210.096;0.142;19.0;24.0;601716.0;23.40516666666667;
8254.0;17.0;5.0;2015.0;11.0;48.221;12.936;0.77;14.593;1.556;212.031;0.172;19.0;16.0;601716.0;26.2825;
8255.0;17.0;5.0;2015.0;12.0;47.087;13.635;0.775;14.558;1.544;210.365;0.104;19.0;18.0;601716.0;24.45908333333333;
8256.0;17.0;5.0;2016.0;1.0;55.538;16.262;0.684;14.495;1.574;197.924;0.06;19.0;79.0;603882.0;27.070666666666668;
8257.0;17.0;5.0;2016.0;2.0;55.882;16.145;0.703;14.566;1.528;203.247;0.081;19.0;82.0;603882.0;26.13025;
8258.0;17.0;5.0;2016.0;3.0;54.818;15.677;0.731;14.629;1.504;208.394;0.142;19.0;94.0;603882.0;26.272166666666667;
8259.0;17.0;5.0;2016.0;4.0;46.645;13.49;0.748;14.701;1.455;197.956;0.175;19.0;223.0;603882.0;24.302083333333332;
8260.0;17.0;5.0;2016.0;5.0;43.975;11.754;0.799;14.656;1.506;206.508;0.161;19.0;30.0;603882.0;17.742333333333335;
8261.0;17.0;5.0;2016.0;6.0;36.406;11.763;0.64;14.176;1.59;179.142;0.122;19.0;32.0;603882.0;16.470000000000002;
8262.0;17.0;5.0;2016.0;7.0;32.477;12.813;0.641;13.858;1.715;169.854;0.089;19.0;22.0;603882.0;14.53025;
8263.0;17.0;5.0;2016.0;8.0;32.087;14.015;0.59;13.872;1.73;169.213;0.084;19.0;14.0;603882.0;13.684500000000002;
8264.0;17.0;5.0;2016.0;9.0;33.501;15.73;0.589;13.956;1.691;168.639;0.085;19.0;10.0;603882.0;14.744166666666667;
8265.0;17.0;5.0;2016.0;10.0;46.423;13.595;0.779;14.627;1.547;210.052;0.144;19.0;17.0;603882.0;19.080916666666667;
8266.0;17.0;5.0;2016.0;11.0;48.726;13.272;0.771;14.606;1.561;214.181;0.182;19.0;13.0;603882.0;25.874416666666665;
8267.0;17.0;5.0;2016.0;12.0;48.086;13.335;0.766;14.57;1.548;210.99;0.127;19.0;28.0;603882.0;25.840750000000003;
8268.0;17.0;5.0;2017.0;1.0;51.326;15.737;0.709;14.275;1.602;201.585;0.067;19.0;62.0;606799.0;23.739166666666666;
8269.0;17.0;5.0;2017.0;2.0;51.429;15.574;0.73;14.373;1.614;196.271;0.093;19.0;45.0;606799.0;24.210166666666666;
8270.0;17.0;5.0;2017.0;3.0;52.117;15.293;0.725;14.667;1.516;206.512;0.147;19.0;59.0;606799.0;24.992583333333332;
8271.0;17.0;5.0;2017.0;4.0;44.136;13.24;0.82;14.699;1.529;205.684;0.167;19.0;26.0;606799.0;19.34991666666667;
